"productid","actualprice","productdescription","producttitle"
"1158","1690","<p><strong>A Lap to Soothe Mind,Body And Soul</strong></p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/rich-traditional-design.png"" alt="""" width=""24"" height=""25""><span> </span>Modern Designs-<span> </span></strong>Modern Home Decoration.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/thread-count.png"" alt="""" width=""24"" height=""25""><span> </span>Affordable Luxury-<span> </span></strong>Party Makeover.</p>
<p><strong><img src=""https://swayamindia.com/img/cms/Info%20Icons/multicolor.jpg"" width=""25"" height=""25"">Rotary Pigment Printing -<span> </span></strong>Vibrant Multi-Color.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/100-color-fast.png"" alt="""" width=""24"" height=""25""><span> </span>Colorfast-<span> </span></strong>Newer for Longer.</p>
<table width=""495"" height=""182"">
<tbody>
<tr>
<td style=""width: 179px;"">
<p>Brand</p>
</td>
<td style=""width: 366px;"">
<p>Knit &amp; Knots </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Concept</p>
</td>
<td style=""width: 366px;"">
<p>3 PCs Stitched</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Product Category</p>
</td>
<td style=""width: 366px;"">
<p>Home</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Fabric Composition </p>
</td>
<td style=""width: 366px;"">
<p>Cotton </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Color Guarantee</p>
</td>
<td style=""width: 366px;"">
<p>Original Colors Up To 30 Washes  </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Package Include</p>
</td>
<td style=""width: 366px;"">
<p>2 Pillow Case + 1 King Bed Sheet </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Size</p>
</td>
<td style=""width: 366px;"">
<p><b>Bed Sheet</b><strong>: </strong><span>95 in x 100 Inches, </span></p>
<p><strong>Pillow Cover: </strong><span>19 in x 29 Inches</span></p>
</td>
</tr>
</tbody>
</table>
<p> Note: You can ask us to ADD 2 additional contrast pillows for a reasonable price and convert this into a 4 pillow bed-sheet. Contact us to request additional pillows.</p>","Cotton King Bed Sheet - Royal Pelios"
"1159","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet -  jaL Fish"
"1160","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Alpaca Turk"
"1161","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Waverly Spring"
"1162","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Spike Leaf"
"1163","2590","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Satin Bed Sheet - Zebra Wave"
"1164","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Galerie Flower"
"1165","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Wildflower"
"1166","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet -  Exploring Vintage"
"1167","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Exotic Plants"
"1168","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Lamego"
"1169","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Dark Palm"
"1170","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Bloom Floral"
"1171","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Soft Blooms"
"1172","2590","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Satin Bed Sheet - Golden Leaf"
"1173","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Colarto Paisley"
"1174","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Kaffe Patch"
"1175","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Greendale Plants"
"1176","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Ornate"
"1177","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Snow Snake"
"1178","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Lace Black"
"1179","2890","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Digital Satin Bed Sheet - Purple Snow"
"1180","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Antique Roses"
"1181","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Crown Floral"
"1182","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Mandala Royalty"
"1183","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Delicate Floral"
"1184","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Jugnu"
"1185","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Amazon Forest"
"1186","2390","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Lotus Flower"
"1187","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK</strong></p>
<p>Renovate your bedroom by our exotic 4 PCs collection for your bedding. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION</strong></p>
<ul>
<li>
<p>Material: Cotton, Thread count: 180 - 200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>","4 Pillows Bed Sheet - Lining Floral"
